"curly","dot.location","eqeqeq","vars.on.top","no.unused.vars","no.use.before.define","id.length","semi","max.len","max.statements","max.statements.per.line","no.bitwise","LOC","SLOC","comment","mixLOC","emptyLine","codePerLine","mixLOC.1","paremeter","Url","X1","X2","X3","X4"
4,0,5,4,0,0,5,20,2,1,0,0,144,118,26,0,0,27.4305555555556,0,2,"http://rosettacode.org//wiki/Arithmetic/Rational",0.0300158872756251,0.259615638364388,0.710643623003942,0
1,0,8,1,0,0,8,46,0,0,0,0,77,76,1,0,0,31.0649350649351,0,2,"http://rosettacode.org//wiki/Arithmetic/Rational",0,0.708537021132419,0.233843915721637,0.0576417521661738
5,0,3,4,0,0,7,1,0,0,0,0,32,28,4,1,1,27,1,1,"http://rosettacode.org//wiki/Arithmetic/Rational",0.045123304117152,0.741568521279332,0.0716434201078334,0.141728098433367
0,0,0,1,1,0,0,0,1,0,0,0,24,17,7,0,0,35.4583333333333,0,1,"http://rosettacode.org//wiki/Read_a_configuration_file",0.0198998771257584,0.855401792351249,0.124677164307228,0
0,0,0,0,0,0,3,2,0,0,0,0,9,9,0,0,0,20.4444444444444,0,0,"http://rosettacode.org//wiki/Read_entire_file",0,0.983437819942522,0.0127717422443033,0.00368090867876581
0,0,0,1,0,2,0,0,1,0,0,0,16,14,1,1,2,23.3125,1,1,"http://rosettacode.org//wiki/Read_entire_file",0.0362491711506331,0.699251816826518,0,0.264578185434554
0,0,0,0,0,0,0,9,0,0,0,0,9,9,0,0,0,10.7777777777778,0,0,"http://rosettacode.org//wiki/Real_constants_and_functions",0,0.983437819942522,0.0127717422443033,0.00368090867876581
1,0,0,4,1,2,1,0,2,1,0,0,27,25,0,0,2,34.4814814814815,0,2.5,"http://rosettacode.org//wiki/Walk_a_directory/Recursively",0,0.711016715198903,0,0.289006622343354
1,0,4,8,0,0,6,1,0,1,0,0,49,48,1,0,0,24.6734693877551,0,0,"http://rosettacode.org//wiki/Reduced_row_echelon_form",0,0.819449829710317,0.147703840651652,0.0328155582257134
0,0,0,0,2,0,0,0,1,0,0,0,12,5,8,1,0,46,1,0,"http://rosettacode.org//wiki/Regular_expressions",0.0689612168869856,0.858501281690569,0.0725775531650193,0
0,0,0,0,1,0,0,0,0,0,0,0,4,2,2,0,0,38.75,0,0,"http://rosettacode.org//wiki/Regular_expressions",0.00976480093070546,0.977523661815432,0.0126183445320125,0
3,0,0,4,0,0,3,0,0,0,0,0,15,14,1,0,0,27.8,0,1,"http://rosettacode.org//wiki/Remove_duplicate_elements",0,0.954129668697764,0.0431051780666697,0.00266946558372552
2,0,0,2,1,0,2,1,0,0,0,0,11,11,0,0,0,25.3636363636364,0,0,"http://rosettacode.org//wiki/Remove_duplicate_elements",0,0.975515476472674,0.018924604749301,0.0054542082459412
0,0,0,0,1,0,3,0,0,0,0,0,13,13,1,1,0,16.6923076923077,1,1,"http://rosettacode.org//wiki/Remove_duplicate_elements",0.0363902258230413,0.937266897221611,0.01934786801618,0.00695266152381045
0,3,0,0,0,0,5,1,0,0,0,0,30,26,4,0,0,26.6666666666667,0,0,"http://rosettacode.org//wiki/Remove_duplicate_elements",0.00220176256681634,0.874788211747635,0.122954894803832,0
0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,43.2,0,0,"http://rosettacode.org//wiki/Rename_a_file",0,0.999282506882221,0.000466017234305766,0.0001343095444144
0,0,0,0,0,0,1,1,0,0,0,0,4,4,1,1,0,32,1,0,"http://rosettacode.org//wiki/Repeat_a_string",0.0389515900966986,0.960999919237141,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,43,1,0,"http://rosettacode.org//wiki/Repeat_a_string",0.0381253106711783,0.961826568393292,0,0
2,0,0,0,0,0,3,0,0,0,0,2,11,11,0,0,0,16.2727272727273,0,2,"http://rosettacode.org//wiki/Repeat_a_string",0,0.975515476472674,0.018924604749301,0.0054542082459412
2,0,0,0,0,0,1,1,0,0,0,0,15,15,2,2,0,24.8,2,0,"http://rosettacode.org//wiki/Respond_to_an_unknown_method_call",0.0765136785032399,0.896882382617653,0.0176495346232034,0.00898150121450372
1,0,1,0,0,0,0,3,0,0,0,0,17,16,5,4,0,31.6470588235294,4,0,"http://rosettacode.org//wiki/Respond_to_an_unknown_method_call",0.162307945358181,0.815320698328173,0.0168222824008051,0.00572266309289885
1,0,0,1,1,0,8,0,1,0,0,0,16,13,3,0,0,26.25,0,1,"http://rosettacode.org//wiki/Reverse_a_string",0.00662867446220001,0.929149642463872,0.0641470073144946,0
0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,27.3333333333333,0,1,"http://rosettacode.org//wiki/User:Frap/Reverse_domain_name_notation",0,0.999883749689267,0,0
0,0,0,0,0,0,1,0,0,0,0,0,22,21,0,0,1,22.4090909090909,0,1,"http://rosettacode.org//wiki/Reverse_words_in_a_string",0,0.833126396562533,0.0159471792690697,0.150889747764821
0,0,0,0,0,0,2,1,1,0,0,0,7,7,1,1,0,36.2857142857143,1,1,"http://rosettacode.org//wiki/Averages/Root_mean_square",0.0397415467913447,0.958471383591223,0,0.00173917606641368
2,0,0,4,0,0,8,9,3,0,0,0,22,21,0,0,1,26.4090909090909,0,1,"http://rosettacode.org//wiki/Roots_of_unity",0,0.833126396562533,0.0159471792690697,0.150889747764821
0,0,0,0,0,0,1,1,1,0,0,0,6,6,1,1,0,39.3333333333333,1,1,"http://rosettacode.org//wiki/Rot-13",0.039502443047046,0.960448819799706,0,0
3,0,0,0,0,0,1,0,0,0,0,0,45,44,0,0,1,31.5555555555556,0,1,"http://rosettacode.org//wiki/Rot-13",0,0.742019446659256,0.0867050980765603,0.171282692787342
1,0,1,0,1,0,1,0,0,0,0,0,14,14,0,0,0,25.1428571428571,0,1,"http://rosettacode.org//wiki/Run-length_encoding",0,0.963631961267899,0.0281538985067997,0.00811415759670491
0,0,0,0,1,0,0,1,0,0,0,0,7,7,0,0,0,25.5714285714286,0,1,"http://rosettacode.org//wiki/Run-length_encoding",0,0.99136016341237,0.00661887973930559,0.00190760911159041
0,0,0,0,1,0,0,2,0,0,0,0,7,7,0,0,0,23,0,1,"http://rosettacode.org//wiki/Run-length_encoding",0,0.99136016341237,0.00661887973930559,0.00190760911159041
0,0,0,1,0,0,9,0,1,0,0,0,31,27,2,0,2,26.6451612903226,0,2.33333333333333,"http://rosettacode.org//wiki/Runge-Kutta_method",0.00732243470761543,0.683387947048214,0.0264052407283925,0.282929615903602
0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,0,28.75,2,0,"http://rosettacode.org//wiki/Runtime_evaluation",0.0781368851173063,0.921883484535381,0,0
11,0,8,9,0,0,13,26,2,0,0,0,38,38,0,0,0,38.3157894736842,0,0,"http://rosettacode.org//wiki/S-Expressions",0,0.868563839629701,0.101988248566787,0.029393752402814
4,0,2,8,0,1,3,0,0,0,0,0,37,36,0,0,1,30.1621621621622,0,1,"http://rosettacode.org//wiki/SEDOLs",0,0.77370882053866,0.062093648056561,0.164189494518638
1,0,0,1,0,0,1,0,0,0,0,0,17,16,1,0,0,32.6470588235294,0,0,"http://rosettacode.org//wiki/Sailors_coconuts_and_a_monkey_problem",0,0.946207325227913,0.0492580405716695,0.00444276515090154
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,22,0,0,"http://rosettacode.org//wiki/Sailors_coconuts_and_a_monkey_problem",0,0.999885053704143,0,0
2,0,1,3,0,0,2,3,1,0,0,0,15,15,0,0,0,30.6,0,0,"http://rosettacode.org//wiki/Search_a_list",0,0.959670789532972,0.0312303297593007,0.00900080738029323
0,0,0,2,0,0,7,1,0,0,0,0,40,39,1,0,0,30.65,0,0,"http://rosettacode.org//wiki/Search_a_list",0,0.855100375324639,0.120015959379158,0.0248357101734229
1,0,1,4,1,0,2,0,0,0,0,0,16,16,0,0,0,23.8125,0,1,"http://rosettacode.org//wiki/Sorting_algorithms/Selection_sort",0,0.955709617798045,0.0343067610118016,0.00988745716388154
7,0,1,1,3,0,3,4,0,0,0,0,28,28,1,1,0,26.0714285714286,1,1,"http://rosettacode.org//wiki/Self-describing_numbers",0.0272869848876237,0.883057666386462,0.070667717983391,0.0189590940779964
2,0,0,1,0,0,2,0,0,0,0,0,7,7,0,0,0,40.1428571428571,0,0,"http://rosettacode.org//wiki/Sequence_of_non-squares",0,0.99136016341237,0.00661887973930559,0.00190760911159041
1,0,0,1,0,0,0,0,0,0,0,0,14,13,0,0,1,19.3571428571429,0,0,"http://rosettacode.org//wiki/Seven-sided_dice_from_five-sided_dice",0,0.859310450323212,0,0.140641443561975
2,0,0,7,0,0,8,0,0,0,0,0,17,17,0,0,0,26.6470588235294,0,1,"http://rosettacode.org//wiki/Sorting_algorithms/Shell_sort",0,0.951748446063121,0.0373831922643005,0.0107741069474692
0,0,0,1,0,0,5,0,0,0,0,0,17,15,0,0,2,18.9411764705882,0,0,"http://rosettacode.org//wiki/Short-circuit_evaluation",0,0.731080637522893,0,0.268937258415475
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,42,0,0,"http://rosettacode.org//wiki/Show_the_epoch",0,0.999885053704143,0,0
0,0,7,9,0,4,2,0,7,0,0,0,77,73,1,1,4,28.6883116883117,1,0.2,"http://rosettacode.org//wiki/Parsing/Shunting-yard_algorithm",0.0266019793099687,0.294087408435681,0.0745294616987735,0.605037181067874
0,0,0,0,0,2,10,0,0,0,0,2,48,32,16,0,0,34.2083333333333,0,0,"http://rosettacode.org//wiki/Sierpinski_carpet",0.0458877268381275,0.671506895503801,0.282707691661461,0
0,0,0,0,0,4,14,2,0,0,0,0,70,54,16,0,0,27.0285714285714,0,1.25,"http://rosettacode.org//wiki/Sierpinski_triangle",0.0316890871424598,0.605645370492318,0.36277916343691,0
1,0,1,0,0,0,6,0,0,1,0,1,21,21,0,0,0,25.8095238095238,0,1,"http://rosettacode.org//wiki/Sierpinski_triangle",0,0.935903759123421,0.049688917274298,0.0143207060818206
5,0,2,9,0,0,6,1,0,1,0,0,25,25,3,3,0,31.24,3,1,"http://rosettacode.org//wiki/Sieve_of_Eratosthenes",0.111782069351216,0.827586278234949,0.0433217878794057,0.0174137716007628
6,0,2,9,1,0,5,1,0,1,0,16,22,22,0,0,0,32.1818181818182,0,1,"http://rosettacode.org//wiki/Sieve_of_Eratosthenes",0,0.931942587388497,0.0527653485267969,0.0152073558654083
3,0,0,3,1,0,17,0,4,1,0,1,42,42,23,23,0,45.6666666666667,23,0,"http://rosettacode.org//wiki/Sieve_of_Eratosthenes",0.911171874565036,0.0748609840022103,0,0.0154374765553096
2,0,2,2,0,0,1,0,0,0,0,0,6,6,0,0,0,34.8333333333333,0,0,"http://rosettacode.org//wiki/Sieve_of_Eratosthenes",0,0.995321335147297,0.00354244848680462,0.0010209593280021
9,0,1,10,1,0,10,0,9,1,0,20,56,55,16,15,0,49.5714285714286,15,0,"http://rosettacode.org//wiki/Sieve_of_Eratosthenes",0.593348918446895,0.309653909404814,0.0563031117075526,0.0416471899185979
3,0,0,8,0,0,4,1,1,0,0,0,23,22,2,1,0,28.8695652173913,1,1,"http://rosettacode.org//wiki/Averages/Simple_moving_average",0.03465499456925,0.893106857471921,0.0629731625535103,0.00924129006416938
0,1,0,0,1,0,1,0,0,0,0,0,18,17,1,0,0,31.7222222222222,0,0,"http://rosettacode.org//wiki/Averages/Simple_moving_average",0,0.942246153492989,0.0523344718241684,0.00532941493448923
0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,10,0,0,"http://rosettacode.org//wiki/Inheritance/Single",0.00580160755137563,0.992966918661244,0.00112541763726294,0
0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,14,0,0,"http://rosettacode.org//wiki/Inheritance/Single",0.0051562148379363,0.989973212978905,0.0047650299906918,0
0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,14,0,0,"http://rosettacode.org//wiki/Inheritance/Single",0.0051562148379363,0.989973212978905,0.0047650299906918,0
0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,14.75,0,0,"http://rosettacode.org//wiki/Inheritance/Single",0.0051562148379363,0.989973212978905,0.0047650299906918,0
0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,13.25,0,0,"http://rosettacode.org//wiki/Inheritance/Single",0.0051562148379363,0.989973212978905,0.0047650299906918,0
0,0,0,1,0,0,0,1,0,0,0,0,5,5,1,1,0,28.4,1,0,"http://rosettacode.org//wiki/Inheritance/Single",0.0392270165718725,0.960724369518423,0,0
1,0,0,3,0,0,3,3,0,0,0,0,21,21,0,0,0,22.5714285714286,0,0,"http://rosettacode.org//wiki/Singleton",0,0.935903759123421,0.049688917274298,0.0143207060818206
0,0,0,0,0,0,2,3,0,0,0,0,7,7,0,0,0,20.7142857142857,0,0,"http://rosettacode.org//wiki/Sorting_algorithms/Sleep_sort",0,0.99136016341237,0.00661887973930559,0.00190760911159041
0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,30,0,0,"http://rosettacode.org//wiki/Sorting_algorithms/Sleep_sort",0,0.999883749689267,0,0
10,0,3,1,0,0,24,3,0,2,0,5,127,118,0,0,9,17.5905511811024,0,1,"http://rosettacode.org//wiki/24_game/Solve",0,0,0,1.00087386331815
0,0,0,0,1,0,3,1,0,0,0,0,20,20,2,2,0,19.15,2,0,"http://rosettacode.org//wiki/Sort_an_array_of_composite_structures",0.0734792648581008,0.878812639005938,0.0347561512789396,0.0129836453992322
0,0,0,1,0,0,2,0,0,0,0,0,6,6,0,0,0,22,0,2,"http://rosettacode.org//wiki/Sort_an_integer_array",0,0.995321335147297,0.00354244848680462,0.0010209593280021
0,0,0,2,1,0,6,0,0,0,0,0,16,16,0,0,0,24.6875,0,2,"http://rosettacode.org//wiki/Sort_disjoint_sublist",0,0.955709617798045,0.0343067610118016,0.00988745716388154
0,3,0,0,0,0,3,1,0,0,0,0,21,19,2,0,0,29.4761904761905,0,0,"http://rosettacode.org//wiki/Sort_disjoint_sublist",0,0.924821517453004,0.0734386138890383,0.00165802248868586
0,0,0,0,0,0,2,2,0,0,0,0,12,11,1,0,0,23.6666666666667,0,0,"http://rosettacode.org//wiki/Sort_stability",0,0.96601318390254,0.033875884309171,9.51623296181516e-06
1,0,1,1,0,0,3,0,0,0,0,0,9,9,1,1,0,34.4444444444444,1,2,"http://rosettacode.org//wiki/Sort_using_a_custom_comparator",0.0388177567391522,0.951722692110982,0.00566257469159286,0.00375094617602811
1,3,0,1,1,0,32,2,0,0,0,0,96,75,21,0,0,23.3125,0,0,"http://rosettacode.org//wiki/Soundex",0.0379518070568763,0.465561266934095,0.496675657332701,0
0,37,0,0,0,0,5,0,2,0,0,0,123,122,1,0,0,30.1788617886179,0,1,"http://rosettacode.org//wiki/Soundex",0,0.526323121325868,0.375359753336615,0.0984276422112169
0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,1,0,13.8571428571429,1,0,"http://rosettacode.org//wiki/Special_variables",0.0397415467913447,0.958471383591223,0,0.00173917606641368
0,0,0,1,0,0,2,0,0,0,0,0,8,8,1,1,0,20.75,1,0,"http://rosettacode.org//wiki/Special_variables",0.0394246394681807,0.95533664083333,0.00224125136044138,0.00295051733908142
0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,50.5,0,0,"http://rosettacode.org//wiki/Speech_synthesis",0,0.999884401696705,0,0
2,0,1,0,0,0,4,2,0,1,0,0,31,30,1,0,0,23.4193548387097,0,0,"http://rosettacode.org//wiki/Spiral_matrix",0,0.890750920938965,0.092328078106662,0.0168558621211318
0,0,0,1,0,3,8,0,0,0,0,0,53,47,6,0,0,33.4528301886792,0,0,"http://rosettacode.org//wiki/Spiral_matrix",0,0.775899538594575,0.219383807198499,0.00470544837722756
0,0,0,0,0,0,0,1,0,0,0,0,7,7,0,0,0,16.5714285714286,0,0,"http://rosettacode.org//wiki/Spiral_matrix",0,0.99136016341237,0.00661887973930559,0.00190760911159041
9,0,0,10,0,0,9,5,0,1,0,0,108,105,0,0,3,38.5740740740741,0,1,"http://rosettacode.org//wiki/Stable_marriage_problem",0,0.294833245707058,0.206883928468571,0.498506412952203
0,0,0,0,0,0,0,1,0,0,0,0,5,5,2,2,0,22.4,2,0,"http://rosettacode.org//wiki/Stack",0.0784123115924798,0.921607934816663,0,0
0,0,1,0,1,0,0,8,0,0,0,0,15,15,0,0,0,21.9333333333333,0,0,"http://rosettacode.org//wiki/Stack",0,0.959670789532972,0.0312303297593007,0.00900080738029323
0,0,0,0,1,0,0,0,0,0,0,0,22,22,0,0,0,22.6363636363636,0,0,"http://rosettacode.org//wiki/Stack",0,0.931942587388497,0.0527653485267969,0.0152073558654083
0,0,0,0,0,0,1,0,0,0,0,0,5,5,0,0,0,11.6,0,0,"http://rosettacode.org//wiki/Stack_traces",0,0.999282506882221,0.000466017234305766,0.0001343095444144
0,0,0,1,0,0,1,0,0,0,0,0,9,9,1,1,0,20.8888888888889,1,0,"http://rosettacode.org//wiki/Stack_traces",0.0388177567391522,0.951722692110982,0.00566257469159286,0.00375094617602811
0,0,0,0,0,0,6,1,0,0,0,0,18,18,0,0,0,25.7222222222222,0,0,"http://rosettacode.org//wiki/Standard_deviation",0,0.947787274328197,0.0404596235167993,0.0116607567310569
0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,31.6666666666667,0,0,"http://rosettacode.org//wiki/Standard_deviation",0,0.999883749689267,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,44,0,0,"http://rosettacode.org//wiki/Hello_world/Standard_error",0,0.999885053704143,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,31,0,0,"http://rosettacode.org//wiki/Hello_world/Standard_error",0,0.999885053704143,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,70,1,0,"http://rosettacode.org//wiki/Hello_world/Standard_error",0.0381253106711783,0.961826568393292,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,63,1,0,"http://rosettacode.org//wiki/Hello_world/Standard_error",0.0381253106711783,0.961826568393292,0,0
0,0,0,2,1,0,3,0,0,1,0,0,19,19,0,0,0,22.6842105263158,0,3,"http://rosettacode.org//wiki/Sorting_algorithms/Stooge_sort",0,0.94382610259327,0.0435360547693003,0.0125474065146452
0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,21,0,0,"http://rosettacode.org//wiki/Sorting_algorithms/Stooge_sort",0,0.999883749689267,0,0
0,0,0,0,0,0,0,1,1,0,0,0,6,6,0,0,0,30.1666666666667,0,0,"http://rosettacode.org//wiki/Literals/String",0,0.995321335147297,0.00354244848680462,0.0010209593280021
0,0,0,1,0,0,0,0,0,0,0,0,7,5,2,0,0,29.8571428571429,0,0,"http://rosettacode.org//wiki/String_append",0.00782862279038658,0.968542544768409,0.0235371815923041,0
0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,33,0,0,"http://rosettacode.org//wiki/String_case",0,0.999884401696705,0,0
0,0,0,0,2,0,0,0,0,0,0,0,3,3,0,0,0,33,0,0,"http://rosettacode.org//wiki/String_case",0,0.999883749689267,0,0
0,0,0,0,0,0,1,2,0,0,0,0,2,2,0,0,0,17.5,0,0,"http://rosettacode.org//wiki/String_concatenation",0,0.999884401696705,0,0
0,0,0,0,1,0,0,0,1,0,0,0,3,3,1,1,0,46.6666666666667,1,0,"http://rosettacode.org//wiki/String_interpolation_(included)",0.0386761636215255,0.961275468955857,0,0
0,0,0,0,1,0,2,0,0,0,0,0,2,2,1,1,0,29,1,0,"http://rosettacode.org//wiki/String_length",0.0384007371463518,0.961551018674575,0,0
0,0,0,0,2,0,0,0,0,0,0,0,4,4,3,3,0,39.25,3,0,"http://rosettacode.org//wiki/String_length",0.117322180137913,0.882767049833622,0,0
0,0,2,0,0,0,1,10,4,0,0,2,20,16,4,0,0,47.1,0,0,"http://rosettacode.org//wiki/String_matching",0.00865568970121096,0.904725268571037,0.0865587712695357,0
0,0,0,0,0,0,1,2,0,0,0,0,4,3,1,0,0,15.75,0,0,"http://rosettacode.org//wiki/String_prepend",0.0051562148379363,0.989973212978905,0.0047650299906918,0
0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,33,0,2,"http://rosettacode.org//wiki/Strip_a_set_of_characters_from_a_string",0,0.999883749689267,0,0
0,0,0,2,0,0,1,0,1,0,0,0,8,8,2,2,0,47.625,2,1,"http://rosettacode.org//wiki/Strip_comments_from_a_string",0.0792138449169862,0.91962181736129,0,0.00118487309694146
0,0,0,0,1,0,1,0,0,0,0,0,7,7,0,0,0,24.8571428571429,0,0,"http://rosettacode.org//wiki/Strip_comments_from_a_string",0,0.99136016341237,0.00661887973930559,0.00190760911159041
0,0,0,0,0,0,3,0,0,0,0,0,10,9,1,0,0,25.4,0,0,"http://rosettacode.org//wiki/Strip_control_codes_and_extended_characters_from_a_string",0.00128385855729989,0.972010978884865,0.0266027041112675,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,6,0,0,"http://rosettacode.org//wiki/Strip_control_codes_and_extended_characters_from_a_string",0,0.999885053704143,0,0
0,0,0,0,0,0,2,0,0,0,0,0,14,9,11,6,0,40.8571428571429,6,0,"http://rosettacode.org//wiki/Substring",0.265036395274341,0.713288078409041,0.0220288342839484,0
0,0,0,0,0,0,1,0,0,0,0,0,9,9,0,0,0,18.2222222222222,0,0,"http://rosettacode.org//wiki/Sum_and_product_of_an_array",0,0.983437819942522,0.0127717422443033,0.00368090867876581
0,0,0,0,0,0,4,0,0,0,0,0,8,8,0,0,0,24.125,0,0,"http://rosettacode.org//wiki/Sum_and_product_of_an_array",0,0.987398991677446,0.00969531099180445,0.00279425889517811
0,5,0,0,0,0,2,0,0,0,0,0,21,17,4,0,0,27.3333333333333,0,0,"http://rosettacode.org//wiki/Sum_digits_of_an_integer",0.00801029698777119,0.901731562888695,0.0901983836229672,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,24,0,0,"http://rosettacode.org//wiki/Sum_multiples_of_3_and_5",0,0.999885053704143,0,0
3,0,0,2,0,3,11,1,0,0,0,0,49,44,5,0,0,32.530612244898,0,0,"http://rosettacode.org//wiki/Sum_multiples_of_3_and_5",0,0.797285346369479,0.195203233881134,0.00749019103944446
0,0,0,0,0,0,0,1,0,0,0,0,11,11,0,0,0,20.4545454545455,0,0,"http://rosettacode.org//wiki/Sum_multiples_of_3_and_5",0,0.975515476472674,0.018924604749301,0.0054542082459412
1,0,1,1,1,0,4,3,0,0,0,0,6,6,0,0,0,25.8333333333333,0,1,"http://rosettacode.org//wiki/Sum_multiples_of_3_and_5",0,0.995321335147297,0.00354244848680462,0.0010209593280021
0,0,0,0,1,3,3,3,0,0,0,0,8,7,0,0,1,20.25,0,1,"http://rosettacode.org//wiki/Sum_multiples_of_3_and_5",0,0.871348803717605,0,0.128599825205247
0,0,0,1,0,0,2,1,0,0,0,0,3,3,0,0,0,37.3333333333333,0,0,"http://rosettacode.org//wiki/Sum_multiples_of_3_and_5",0,0.999883749689267,0,0
1,0,0,0,0,0,4,2,0,0,0,0,8,8,1,1,0,20.625,1,3,"http://rosettacode.org//wiki/Sum_of_a_series",0.0394246394681807,0.95533664083333,0.00224125136044138,0.00295051733908142
0,0,0,0,0,0,6,0,0,0,0,0,21,20,0,0,1,20.2857142857143,0,0,"http://rosettacode.org//wiki/Sum_of_a_series",0,0.837087568297457,0.0128707480165709,0.150003097981233
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,18,0,0,"http://rosettacode.org//wiki/Sum_of_a_series",0,0.999885053704143,0,0
0,0,0,0,0,0,1,0,0,0,0,0,9,9,1,1,0,22.2222222222222,1,1,"http://rosettacode.org//wiki/Sum_of_squares",0.0388177567391522,0.951722692110982,0.00566257469159286,0.00375094617602811
1,0,0,0,0,0,1,0,0,0,0,0,7,7,1,1,0,23,1,1,"http://rosettacode.org//wiki/Sum_of_squares",0.0397415467913447,0.958471383591223,0,0.00173917606641368
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,46,0,0,"http://rosettacode.org//wiki/Sum_of_squares",0,0.999885053704143,0,0
0,0,0,0,0,0,2,0,0,0,0,0,5,5,0,0,0,22.4,0,0,"http://rosettacode.org//wiki/Sum_of_squares",0,0.999282506882221,0.000466017234305766,0.0001343095444144
1,0,0,4,0,0,5,2,1,1,0,0,73,72,3,3,1,32.3972602739726,3,3,"http://rosettacode.org//wiki/Sutherland-Hodgman_polygon_clipping",0.0899147603940574,0.551145046923483,0.166599532896768,0.192548624269041
0,0,1,2,0,0,6,1,0,0,0,0,15,13,2,0,0,29.6,0,2,"http://rosettacode.org//wiki/Symmetric_difference",0.00266548108287107,0.944592899309688,0.05265408041974,0
4,0,2,3,1,0,14,0,0,0,0,0,30,22,7,0,1,25.1,0,2,"http://rosettacode.org//wiki/Symmetric_difference",0.0223342355829032,0.749870825778268,0.110989998404227,0.116836619426278
0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,0,58,2,0,"http://rosettacode.org//wiki/System_time",0.0775860321669587,0.922434583972816,0,0
0,0,1,4,1,0,4,0,0,0,0,0,25,23,2,0,0,27.96,0,0,"http://rosettacode.org//wiki/Take_notes_on_the_command_line",0,0.908976830513305,0.0857443388990358,0.00520462162303726
0,0,1,2,1,0,0,0,0,0,0,0,7,7,0,0,0,27.1428571428571,0,0,"http://rosettacode.org//wiki/User_input/Text",0,0.99136016341237,0.00661887973930559,0.00190760911159041
0,0,1,2,1,0,0,0,0,0,0,0,7,7,0,0,0,21.1428571428571,0,0,"http://rosettacode.org//wiki/User_input/Text",0,0.99136016341237,0.00661887973930559,0.00190760911159041
2,0,1,3,0,0,3,0,2,0,0,0,33,33,0,0,0,27.1212121212121,0,0,"http://rosettacode.org//wiki/The_Twelve_Days_of_Christmas",0,0.888369698304324,0.0866060923042906,0.0249605034848749
0,2,0,0,0,0,1,0,0,0,0,0,70,70,3,3,0,34.6285714285714,3,0,"http://rosettacode.org//wiki/The_Twelve_Days_of_Christmas",0.0844723465449636,0.664958585729501,0.197281337781036,0.0534330692633202
0,2,0,0,0,0,17,0,3,0,0,0,25,25,0,0,0,40.96,0,0,"http://rosettacode.org//wiki/The_Twelve_Days_of_Christmas",0,0.920059072183722,0.0619946422842955,0.017867305216172
0,0,0,0,0,0,0,1,0,0,0,0,38,37,1,0,0,24.3684210526316,0,0,"http://rosettacode.org//wiki/The_Twelve_Days_of_Christmas",0,0.86302271879449,0.113863096874158,0.0230624106062469
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,54,0,0,"http://rosettacode.org//wiki/Tokenize_a_string",0,0.999885053704143,0,0
4,0,2,4,0,0,9,9,1,0,0,0,13,13,0,0,0,33.2307692307692,0,3,"http://rosettacode.org//wiki/Tokenize_a_string_with_escaping",0,0.967593133002823,0.0250774672543008,0.00722750781311721
0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,57,3,0,"http://rosettacode.org//wiki/Substring/Top_and_tail",0.11704675366274,0.883042599552339,0,0
0,0,1,6,0,5,5,1,0,0,0,0,109,104,4,2,3,18.8623853211009,2,1.25,"http://rosettacode.org//wiki/Top_rank_per_group",0.0499230801561298,0.2322150197479,0.235240725569638,0.482933297713858
0,0,0,0,1,0,5,0,0,0,0,0,33,33,0,0,0,26.7575757575758,0,0,"http://rosettacode.org//wiki/Top_rank_per_group",0,0.888369698304324,0.0866060923042906,0.0249605034848749
0,0,0,0,0,0,4,0,0,0,0,0,8,8,0,0,0,23.25,0,4,"http://rosettacode.org//wiki/Towers_of_Hanoi",0,0.987398991677446,0.00969531099180445,0.00279425889517811
